GEMBASE_NAME,Isolation source,Strain Category,phylogroup
ESCO.0216.01133,Host-associated,Mammal_Faecal,B1
ESCO.0216.01134,Host-associated,Bird_Faecal,A
ESCO.0216.01135,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01136,Host-associated,Poultry_Meat,A
ESCO.0216.01137,Host-associated,Human_Intestinal,D
ESCO.0216.01138,Host-associated,Poultry_Meat,D
ESCO.0216.01139,Environmental,Water,A
ESCO.0216.01140,Environmental,Water,A
ESCO.0216.01141,Host-associated,Human_Intestinal,D
ESCO.0216.01142,Host-associated,Bird_Faecal,A
ESCO.0216.01143,Host-associated,Human_Intestinal,C
ESCO.0216.01144,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01145,Host-associated,Poultry_Meat,C
ESCO.0216.01146,Host-associated,Bird_Faecal,A
ESCO.0216.01147,Host-associated,Bird_Faecal,A
ESCO.0216.01148,Host-associated,Human_Intestinal,D
ESCO.0216.01149,Host-associated,Bird_Faecal,B1
ESCO.0216.01150,Host-associated,Poultry_Meat,A
ESCO.0216.01151,Host-associated,Poultry_Meat,B1
ESCO.0216.01153,Environmental,Water,A
ESCO.0216.01154,Host-associated,Human_Intestinal,B2
ESCO.0216.01155,Host-associated,Poultry_Meat,B2
ESCO.0216.01156,Host-associated,Poultry_Meat,B1
ESCO.0216.01157,Host-associated,Poultry_Meat,A
ESCO.0216.01158,Host-associated,Bird_Faecal,B2
ESCO.0216.01159,Host-associated,Mammal_Faecal,A
ESCO.0216.01160,Environmental,Water,B1
ESCO.0216.01161,Host-associated,Bird_Faecal,A
ESCO.0216.01162,Host-associated,Human_Intestinal,E
ESCO.0216.01163,Host-associated,Bird_Faecal,A
ESCO.0216.01164,Environmental,Water,B1
ESCO.0216.01166,Host-associated,Human_Intestinal,B2
ESCO.0216.01167,Environmental,Water,B1
ESCO.0216.01168,Host-associated,Human_Intestinal,A
ESCO.0216.01169,Host-associated,Human_Intestinal,D
ESCO.0216.01170,Host-associated,Bird_Faecal,A
ESCO.0216.01171,Host-associated,Human_Faecal,A
ESCO.0216.01172,Host-associated,Human_Faecal,A
ESCO.0216.01173,Host-associated,Poultry_Meat,D
ESCO.0216.01174,Host-associated,Bird_Faecal,B1
ESCO.0216.01175,Host-associated,Human_Intestinal,D
ESCO.0216.01176,Host-associated,Poultry_Meat,A
ESCO.0216.01177,Host-associated,Poultry_Meat,A
ESCO.0216.01178,Host-associated,Human_Intestinal,D
ESCO.0216.01180,Host-associated,Bird_Faecal,A
ESCO.0216.01181,Host-associated,Human_Faecal,B2
ESCO.0216.01182,Host-associated,Bird_Faecal,B1
ESCO.0216.01183,Host-associated,Poultry_Meat,A
ESCO.0216.01184,Host-associated,Bird_Faecal,B1
ESCO.0216.01185,Host-associated,Poultry_Meat,D
ESCO.0216.01186,Host-associated,Poultry_Meat,A
ESCO.0216.01187,Host-associated,Mammal_Faecal,B1
ESCO.0216.01188,Host-associated,Bird_Faecal,D
ESCO.0216.01189,Environmental,Water,B1
ESCO.0216.01190,Host-associated,Poultry_Meat,A
ESCO.0216.01191,Host-associated,Bird_Faecal,A
ESCO.0216.01192,Host-associated,Poultry_Meat,D
ESCO.0216.01193,Host-associated,Human_Intestinal,B2
ESCO.0216.01194,Host-associated,Bird_Faecal,A
ESCO.0216.01195,Host-associated,Human_Intestinal,D
ESCO.0216.01196,Host-associated,Bird_Faecal,A
ESCO.0216.01197,Host-associated,Poultry_Meat,A
ESCO.0216.01198,Host-associated,Human_Faecal,A
ESCO.0216.01199,Host-associated,Poultry_Meat,A
ESCO.0216.01200,Host-associated,Poultry_Meat,A
ESCO.0216.01201,Host-associated,Human_Faecal,B2
ESCO.0216.01203,Host-associated,Poultry_Meat,A
ESCO.0216.01204,Host-associated,Bird_Faecal,A
ESCO.0216.01205,Host-associated,Bird_Faecal,A
ESCO.0216.01206,Host-associated,Human_Intestinal,D
ESCO.0216.01208,Host-associated,Bird_Faecal,A
ESCO.0216.01209,Host-associated,Human_Intestinal,B1
ESCO.0216.01210,Host-associated,Poultry_Meat,D
ESCO.0216.01211,Host-associated,Poultry_Meat,A
ESCO.0216.01212,Host-associated,Poultry_Meat,A
ESCO.0216.01213,Host-associated,Poultry_Meat,A
ESCO.0216.01214,Host-associated,Human_Intestinal,D
ESCO.0216.01215,Host-associated,Mammal_Faecal,A
ESCO.0216.01216,Host-associated,Bird_Faecal,D
ESCO.0216.01217,Environmental,Water,B1
ESCO.0216.01218,Host-associated,Bird_Faecal,A
ESCO.0216.01219,Host-associated,Poultry_Meat,C
ESCO.0216.01220,Host-associated,Poultry_Meat,D
ESCO.0216.01222,Host-associated,Poultry_Meat,B1
ESCO.0216.01223,Host-associated,Human_Intestinal,A
ESCO.0216.01224,Host-associated,Human_Faecal,A
ESCO.0216.01225,Host-associated,Poultry_Meat,A
ESCO.0216.01226,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01227,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01228,Host-associated,Human_Faecal,A
ESCO.0216.01229,Host-associated,Bird_Faecal,A
ESCO.0216.01230,Host-associated,Bird_Faecal,A
ESCO.0216.01231,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01232,Host-associated,Human_Faecal,A
ESCO.0216.01233,Host-associated,Mammal_Faecal,D
ESCO.0216.01234,Host-associated,Human_Intestinal,D
ESCO.0216.01235,Host-associated,Human_Intestinal,B1
ESCO.0216.01237,Environmental,Water,B1
ESCO.0216.01238,Environmental,Water,A
ESCO.0216.01239,Host-associated,Bird_Faecal,A
ESCO.0216.01240,Host-associated,Human_Intestinal,NA
ESCO.0216.01241,Host-associated,Human_Intestinal,D
ESCO.0216.01242,Environmental,Water,B1
ESCO.0216.01243,Host-associated,Mammal_Faecal,B1
ESCO.0216.01244,Host-associated,Bird_Faecal,A
ESCO.0216.01245,Host-associated,Poultry_Meat,D
ESCO.0216.01246,Host-associated,Human_Faecal,A
ESCO.0216.01247,Host-associated,Bird_Faecal,A
ESCO.0216.01248,Host-associated,Human_Intestinal,A
ESCO.0216.01249,Host-associated,Poultry_Meat,A
ESCO.0216.01250,Host-associated,Human_Intestinal,B2
ESCO.0216.01251,Host-associated,Poultry_Meat,D
ESCO.0216.01252,Host-associated,Poultry_Meat,A
ESCO.0216.01253,Host-associated,Poultry_Meat,A
ESCO.0216.01254,Host-associated,Poultry_Meat,A
ESCO.0216.01255,Environmental,Water,B2
ESCO.0216.01256,Host-associated,Poultry_Meat,E
ESCO.0216.01257,Host-associated,Human_Faecal,A
ESCO.0216.01258,Host-associated,Bird_Faecal,A
ESCO.0216.01259,Host-associated,Poultry_Meat,A
ESCO.0216.01260,Host-associated,Poultry_Meat,A
ESCO.0216.01261,Host-associated,Mammal_Faecal,A
ESCO.0216.01262,Host-associated,Human_Faecal,A
ESCO.0216.01263,Host-associated,Poultry_Meat,A
ESCO.0216.01264,Host-associated,Human_Intestinal,B1
ESCO.0216.01265,Host-associated,Poultry_Meat,C
ESCO.0216.01266,Host-associated,Poultry_Meat,A
ESCO.0216.01267,Host-associated,Poultry_Meat,B2
ESCO.0216.01268,Host-associated,Bird_Faecal,A
ESCO.0216.01269,Host-associated,Poultry_Meat,A
ESCO.0216.01270,Environmental,Water,B2
ESCO.0216.01271,Host-associated,Poultry_Meat,C
ESCO.0216.01272,Host-associated,Human_Intestinal,A
ESCO.0216.01273,Host-associated,Human_Faecal,C
ESCO.0216.01274,Host-associated,Poultry_Meat,E
ESCO.0216.01275,Host-associated,Poultry_Meat,A
ESCO.0216.01276,Host-associated,Human_Intestinal,B1
ESCO.0216.01277,Host-associated,Poultry_Meat,A
ESCO.0216.01278,Host-associated,Human_Extra-intestinal,NA
ESCO.0216.01279,Host-associated,Poultry_Meat,NA
ESCO.0216.01280,Host-associated,Poultry_Meat,NA
ESCO.0216.01281,Host-associated,Bird_Faecal,NA
ESCO.0216.01282,Host-associated,Bird_Faecal,NA
ESCO.0216.01283,Environmental,Water,NA
ESCO.0216.01286,Host-associated,Bird_Faecal,NA
ESCO.0216.01287,Environmental,Water,B1
ESCO.0216.01289,Host-associated,Bird_Faecal,F
ESCO.0216.01290,Host-associated,Poultry_Meat,F
ESCO.0216.01291,Host-associated,Bird_Faecal,F
ESCO.0216.01292,Environmental,Water,A
ESCO.0216.01293,Host-associated,Mammal_Faecal,F
ESCO.0216.01294,Host-associated,Bird_Faecal,F
ESCO.0216.01296,Host-associated,Poultry_Meat,G
ESCO.0216.01298,Environmental,Water,G
ESCO.0216.01301,Host-associated,Human_Extra-intestinal,G
ESCO.0216.01302,Host-associated,Bird_Faecal,F
ESCO.0216.01304,Host-associated,Human_Intestinal,F
ESCO.0216.01305,Host-associated,Bird_Faecal,G
ESCO.0216.01306,Host-associated,Bird_Faecal,G
ESCO.0216.01307,Host-associated,Bird_Faecal,F
ESCO.0216.01308,Environmental,Water,F
ESCO.0216.01309,Environmental,Water,G
ESCO.0216.01310,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01311,Host-associated,Human_Faecal,G
ESCO.0216.01312,Environmental,Water,A
ESCO.0216.01313,Environmental,Water,F
ESCO.0216.01314,Host-associated,Bird_Faecal,F
ESCO.0216.01315,Host-associated,Bird_Faecal,F
ESCO.0216.01316,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01318,Host-associated,Poultry_Meat,G
ESCO.0216.01321,Environmental,Water,F
ESCO.0216.01323,Host-associated,Poultry_Meat,F
ESCO.0216.01324,Host-associated,Poultry_Meat,G
ESCO.0216.01325,Host-associated,Bird_Faecal,F
ESCO.0216.01326,Host-associated,Poultry_Meat,F
ESCO.0216.01327,Host-associated,Bird_Faecal,F
ESCO.0216.01328,Host-associated,Poultry_Meat,F
ESCO.0216.01329,Environmental,Water,F
ESCO.0216.01330,Host-associated,Human_Faecal,G
ESCO.0216.01331,Host-associated,Human_Faecal,G
ESCO.0216.01332,Host-associated,Bird_Faecal,F
ESCO.0216.01333,Host-associated,Bird_Faecal,F
ESCO.0216.01334,Environmental,Water,G
ESCO.0216.01335,Host-associated,Poultry_Meat,G
ESCO.0216.01336,Host-associated,Poultry_Meat,G
ESCO.0216.01337,Environmental,Water,G
ESCO.0216.01338,Host-associated,Human_Extra-intestinal,G
ESCO.0216.01339,Host-associated,Poultry_Meat,G
ESCO.0216.01340,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01341,Host-associated,Poultry_Meat,G
ESCO.0216.01342,Host-associated,Poultry_Meat,G
ESCO.0216.01343,Environmental,Water,F
ESCO.0216.01344,Host-associated,Poultry_Meat,G
ESCO.0216.01345,Host-associated,Bird_Faecal,F
ESCO.0216.01346,Host-associated,Human_Intestinal,F
ESCO.0216.01347,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01349,Host-associated,Poultry_Meat,G
ESCO.0216.01350,Host-associated,Bird_Faecal,F
ESCO.0216.01351,Host-associated,Bird_Faecal,F
ESCO.0216.01352,Host-associated,Bird_Faecal,F
ESCO.0216.01353,Host-associated,Bird_Faecal,F
ESCO.0216.01354,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01355,Host-associated,Bird_Faecal,F
ESCO.0216.01356,Environmental,Water,G
ESCO.0216.01357,Host-associated,Poultry_Meat,G
ESCO.0216.01358,Host-associated,Human_Intestinal,F
ESCO.0216.01360,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01361,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01362,Host-associated,Mammal_Faecal,F
ESCO.0216.01363,Host-associated,Human_Faecal,F
ESCO.0216.01364,Host-associated,Poultry_Meat,G
ESCO.0216.01365,Host-associated,Poultry_Meat,D
ESCO.0216.01366,Host-associated,Poultry_Meat,G
ESCO.0216.01367,Host-associated,Poultry_Meat,F
ESCO.0216.01368,Host-associated,Poultry_Meat,D
ESCO.0216.01369,Host-associated,Poultry_Meat,G
ESCO.0216.01370,Host-associated,Poultry_Meat,F
ESCO.0216.01371,Environmental,Water,F
ESCO.0216.01372,Environmental,Water,G
ESCO.0216.01373,Host-associated,Poultry_Meat,G
ESCO.0216.01374,Environmental,Water,F
ESCO.0216.01375,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01376,Host-associated,Human_Intestinal,F
ESCO.0216.01377,Host-associated,Poultry_Meat,F
ESCO.0216.01378,Host-associated,Poultry_Meat,F
ESCO.0216.01379,Host-associated,Human_Faecal,G
ESCO.0216.01380,Host-associated,Human_Faecal,G
ESCO.0216.01381,Host-associated,Poultry_Meat,G
ESCO.0216.01382,Host-associated,Poultry_Meat,G
ESCO.0216.01383,Host-associated,Poultry_Meat,D
ESCO.0216.01384,Host-associated,Poultry_Meat,D
ESCO.0216.01385,Host-associated,Poultry_Meat,F
ESCO.0216.01386,Host-associated,Poultry_Meat,D
ESCO.0216.01387,Host-associated,Human_Faecal,F
ESCO.0216.01388,Host-associated,Poultry_Meat,F
ESCO.0216.01389,Host-associated,Mammal_Faecal,F
ESCO.0216.01391,Host-associated,Poultry_Meat,F
ESCO.0216.01394,Host-associated,Poultry_Meat,F
ESCO.0216.01395,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01396,Host-associated,Poultry_Meat,F
ESCO.0216.01397,Host-associated,Poultry_Meat,F
ESCO.0216.01398,Host-associated,Human_Faecal,F
ESCO.0216.01399,Host-associated,Human_Faecal,F
ESCO.0216.01400,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01401,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01402,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01403,Host-associated,Poultry_Meat,F
ESCO.0216.01404,Environmental,Water,F
ESCO.0216.01405,Host-associated,Human_Faecal,F
ESCO.0216.01406,Host-associated,Human_Faecal,F
ESCO.0216.01407,Host-associated,Poultry_Meat,D
ESCO.0216.01408,Environmental,Water,G
ESCO.0216.01409,Host-associated,Human_Faecal,F
ESCO.0216.01410,Host-associated,Poultry_Meat,D
ESCO.0216.01411,Host-associated,Poultry_Meat,F
ESCO.0216.01412,Host-associated,Poultry_Meat,F
ESCO.0216.01414,Host-associated,Human_Intestinal,F
ESCO.0216.01415,Host-associated,Human_Intestinal,B2
ESCO.0216.01416,Environmental,Water,F
ESCO.0216.01417,Host-associated,Poultry_Meat,D
ESCO.0216.01418,Host-associated,Poultry_Meat,D
ESCO.0216.01419,Host-associated,Poultry_Meat,D
ESCO.0216.00100,NA,NA,B2
ESCO.0216.00132,NA,NA,B2
ESCO.0216.00170,NA,NA,A
ESCO.0216.00192,NA,NA,B1
ESCO.0216.00255,NA,NA,A
ESCO.0216.00259,NA,NA,E
ESCO.0216.00262,NA,NA,B2
ESCO.0216.00275,NA,NA,B2
ESCO.0216.00283,NA,NA,B1
ESCO.0216.00290,NA,NA,B1
ESCO.0216.00295,NA,NA,A
ESCO.0216.00301,NA,NA,A
ESCO.0216.00380,NA,NA,B2
ESCO.0216.00390,NA,NA,B1
ESCO.0216.00444,NA,NA,B1
ESCO.0216.00485,NA,NA,B1
ESCO.0216.00496,NA,NA,B1
ESCO.0216.00603,NA,NA,C
ESCO.0216.00664,NA,NA,B1
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
ESCO001.C.00001,NA,NA,A
ESCO001.C.00002,NA,NA,B2
ESCO001.C.00003,NA,NA,E
ESCO001.C.00004,NA,NA,A
ESCO001.C.00006,NA,NA,B1
ESCO001.C.00007,NA,NA,B2
ESCO001.C.00008,NA,NA,B1
ESCO001.C.00009,NA,NA,B1
ESCO001.C.00010,NA,NA,B2
ESCO001.C.00011,NA,NA,B2
ESCO001.C.00012,NA,NA,B2
ESCO001.C.00013,NA,NA,B1
ESCO001.C.00014,NA,NA,A
ESCO001.C.00015,NA,NA,A
ESCO001.C.00016,NA,NA,A
ESCO001.C.00017,NA,NA,A
ESCO001.C.00018,NA,NA,F
ESCO001.C.00019,NA,NA,E
ESCO001.C.00020,NA,NA,E
ESCO001.C.00021,NA,NA,A
ESCO001.C.00024,NA,NA,A
ESCO001.C.00025,NA,NA,E
ESCO001.C.00026,NA,NA,B2
ESCO001.C.00027,NA,NA,B1
ESCO001.C.00028,NA,NA,B1
ESCO001.C.00029,NA,NA,B2
ESCO001.C.00030,NA,NA,F
ESCO001.C.00031,NA,NA,B2
ESCO001.C.00032,NA,NA,D
ESCO001.C.00033,NA,NA,B1
ESCO001.C.00034,NA,NA,B1
ESCO001.C.00035,NA,NA,B2
ESCO001.C.00036,NA,NA,B2
ESCO001.C.00037,NA,NA,B2
ESCO001.C.00038,NA,NA,B1
ESCO001.C.00039,NA,NA,A
ESCO001.C.00040,NA,NA,A
ESCO001.C.00041,NA,NA,D
ESCO001.C.00042,NA,NA,F
ESCO001.C.00043,NA,NA,B2
ESCO001.C.00045,NA,NA,E
ESCO001.C.00046,NA,NA,B1
ESCO001.C.00048,NA,NA,E
ESCO001.C.00050,NA,NA,B2
ESCO001.C.00051,NA,NA,B2
ESCO001.C.00052,NA,NA,B1
ESCO001.C.00053,NA,NA,B1
ESCO001.C.00054,NA,NA,B1
ESCO001.C.00055,NA,NA,C
ESCO001.C.00056,NA,NA,A
ESCO001.C.00057,NA,NA,B1
ESCO001.C.00058,NA,NA,B1
ESCO001.C.00059,NA,NA,B2
ESCO001.C.00060,NA,NA,A
ESCO001.C.00061,NA,NA,E
ESCO001.C.00062,NA,NA,E
ESCO001.C.00063,NA,NA,A
ESCO001.C.00064,NA,NA,A
ESCO001.C.00066,NA,NA,D
ESCO001.C.00067,NA,NA,D
ESCO001.C.00068,NA,NA,D
ESCO001.C.00071,NA,NA,B2
ESCO001.C.00072,NA,NA,A
ESCO001.C.00073,NA,NA,E
ESCO001.C.00074,NA,NA,E
ESCO001.C.00075,NA,NA,B2
ESCO001.C.00077,NA,NA,F
ESCO001.C.00078,NA,NA,A
ESCO001.C.00080,NA,NA,B1
ESCO001.C.00083,NA,NA,E
ESCO001.C.00084,NA,NA,B2
ESCO001.C.00085,NA,NA,A
ESCO001.C.00086,NA,NA,C
ESCO001.C.00087,NA,NA,E
ESCO001.C.00088,NA,NA,A
ESCO001.C.00090,NA,NA,B1
ESCO001.C.00091,NA,NA,A
ESCO001.C.00092,NA,NA,A
ESCO001.C.00093,NA,NA,B2
ESCO001.C.00094,NA,NA,A
ESCO001.C.00095,NA,NA,A
ESCO001.C.00097,NA,NA,A
ESCO001.C.00098,NA,NA,B1
ESCO001.C.00102,NA,NA,A
ESCO001.C.00103,NA,NA,A
ESCO001.C.00106,NA,NA,A
ESCO001.C.00107,NA,NA,A
ESCO001.C.00108,NA,NA,B1
ESCO001.C.00109,NA,NA,A
ESCO001.C.00113,NA,NA,B1
ESCO001.C.00116,NA,NA,B2
ESCO001.C.00117,NA,NA,B2
ESCO001.C.00118,NA,NA,G
ESCO001.C.00119,NA,NA,A
ESCO001.C.00120,NA,NA,A
ESCO001.C.00121,NA,NA,A
ESCO001.C.00122,NA,NA,C
ESCO001.C.00126,NA,NA,A
ESCO001.C.00127,NA,NA,B2
ESCO001.C.00128,NA,NA,B2
ESCO001.C.00129,NA,NA,B2
ESCO001.C.00130,NA,NA,B2
ESCO001.C.00131,NA,NA,E
ESCO001.C.00135,NA,NA,B1
ESCO001.C.00136,NA,NA,G
ESCO001.C.00137,NA,NA,C
ESCO001.C.00138,NA,NA,A
ESCO001.C.00139,NA,NA,B2
ESCO001.C.00140,NA,NA,F
ESCO001.C.00141,NA,NA,B2
ESCO001.C.00142,NA,NA,B2
ESCO001.C.00143,NA,NA,C
ESCO001.C.00145,NA,NA,E
ESCO001.C.00146,NA,NA,A
ESCO001.C.00147,NA,NA,A
ESCO001.C.00148,NA,NA,A
ESCO001.C.00149,NA,NA,A
ESCO001.C.00151,NA,NA,B2
ESCO001.C.00152,NA,NA,B2
ESCO001.C.00153,NA,NA,B2
ESCO001.C.00154,NA,NA,B2
ESCO001.C.00155,NA,NA,B2
ESCO001.C.00156,NA,NA,A
ESCO001.C.00157,NA,NA,E
ESCO001.C.00158,NA,NA,E
ESCO001.C.00159,NA,NA,B2
ESCO001.C.00160,NA,NA,B2
ESCO001.C.00161,NA,NA,B2
ESCO001.C.00162,NA,NA,B2
ESCO001.C.00163,NA,NA,B1
ESCO001.C.00164,NA,NA,E
ESCO001.C.00165,NA,NA,E
ESCO001.C.00166,NA,NA,E
ESCO001.C.00167,NA,NA,E
ESCO001.C.00168,NA,NA,E
ESCO001.C.00169,NA,NA,E
ESCO001.C.00170,NA,NA,B1
ESCO001.C.00171,NA,NA,B2
ESCO001.C.00172,NA,NA,A
ESCO001.C.00173,NA,NA,B2
ESCO001.C.00174,NA,NA,B2
ESCO001.C.00175,NA,NA,D
ESCO001.C.00176,NA,NA,B1
ESCO001.C.00177,NA,NA,A
ESCO001.C.00178,NA,NA,A
ESCO001.C.00179,NA,NA,B1
ESCO001.C.00180,NA,NA,B1
ESCO001.C.00181,NA,NA,A
ESCO001.C.00182,NA,NA,B2
ESCO001.C.00183,NA,NA,B2
ESCO001.C.00184,NA,NA,B1
ESCO001.C.00185,NA,NA,E
ESCO001.C.00186,NA,NA,B1
ESCO001.C.00187,NA,NA,B1
ESCO001.C.00188,NA,NA,F
ESCO001.C.00190,NA,NA,A
ESCO001.C.00191,NA,NA,A
ESCO001.C.00192,NA,NA,E
ESCO001.C.00194,NA,NA,E
ESCO001.C.00199,NA,NA,E
ESCO001.C.00201,NA,NA,A
ESCO001.C.00203,NA,NA,B2
ESCO001.C.00204,NA,NA,A
ESCO001.C.00208,NA,NA,B1
ESCO001.C.00209,NA,NA,A
ESCO001.C.00210,NA,NA,E
ESCO001.C.00211,NA,NA,E
ESCO001.C.00212,NA,NA,E
ESCO001.C.00213,NA,NA,E
ESCO001.C.00214,NA,NA,E
ESCO001.C.00215,NA,NA,E
ESCO001.C.00216,NA,NA,E
ESCO001.C.00217,NA,NA,E
ESCO001.C.00218,NA,NA,D
ESCO001.C.00219,NA,NA,D
ESCO001.C.00220,NA,NA,D
ESCO001.C.00221,NA,NA,B1
ESCO001.C.00223,NA,NA,B1
ESCO001.C.00224,NA,NA,B2
ESCO001.C.00225,NA,NA,A
ESCO001.C.00227,NA,NA,A
ESCO001.C.00228,NA,NA,B1
ESCO001.C.00229,NA,NA,B1
ESCO001.C.00230,NA,NA,B1
ESCO001.C.00231,NA,NA,B1
ESCO001.C.00232,NA,NA,C
ESCO001.C.00233,NA,NA,A
ESCO001.C.00234,NA,NA,B1
ESCO001.C.00235,NA,NA,A
ESCO001.C.00236,NA,NA,C
ESCO001.C.00237,NA,NA,A
ESCO001.C.00238,NA,NA,B1
ESCO001.C.00239,NA,NA,B1
ESCO001.C.00241,NA,NA,G
ESCO001.C.00242,NA,NA,A
ESCO001.C.00243,NA,NA,A
ESCO001.C.00244,NA,NA,B1
ESCO001.C.00245,NA,NA,A
ESCO001.C.00246,NA,NA,B1
ESCO001.C.00247,NA,NA,B1
ESCO001.C.00249,NA,NA,B1
ESCO001.C.00250,NA,NA,B1
ESCO001.C.00251,NA,NA,A
ESCO001.C.00252,NA,NA,B1
ESCO001.C.00253,NA,NA,B1
ESCO001.C.00255,NA,NA,B1
ESCO001.C.00256,NA,NA,B1
ESCO001.C.00258,NA,NA,B1
ESCO001.C.00259,NA,NA,B1
ESCO001.C.00261,NA,NA,B1
ESCO001.C.00263,NA,NA,A
ESCO001.C.00264,NA,NA,A
ESCO001.C.00265,NA,NA,B1
ESCO001.C.00266,NA,NA,B1
ESCO001.C.00267,NA,NA,B1
ESCO001.C.00268,NA,NA,B1
ESCO001.C.00269,NA,NA,A
ESCO001.C.00270,NA,NA,A
ESCO001.C.00271,NA,NA,A
ESCO001.C.00273,NA,NA,A
ESCO001.C.00274,NA,NA,G
ESCO001.C.00275,NA,NA,B1
ESCO001.C.00276,NA,NA,B2
ESCO001.C.00277,NA,NA,D
ESCO001.C.00278,NA,NA,C
ESCO001.C.00279,NA,NA,B2
ESCO001.C.00280,NA,NA,D
ESCO001.C.00281,NA,NA,B2
ESCO001.C.00282,NA,NA,B2
ESCO001.C.00283,NA,NA,A
ESCO001.C.00284,NA,NA,A
ESCO001.C.00285,NA,NA,B2
ESCO001.C.00286,NA,NA,B2
ESCO001.C.00287,NA,NA,A
ESCO001.C.00288,NA,NA,B2
ESCO001.C.00289,NA,NA,F
ESCO001.C.00290,NA,NA,B2
ESCO001.C.00291,NA,NA,B2
ESCO001.C.00292,NA,NA,B2
ESCO001.C.00293,NA,NA,B2
ESCO001.C.00294,NA,NA,B1
ESCO001.C.00295,NA,NA,B1
ESCO001.C.00296,NA,NA,A
ESCO001.C.00297,NA,NA,C
ESCO001.C.00298,NA,NA,B2
ESCO001.C.00299,NA,NA,B1
ESCO001.C.00300,NA,NA,B1
ESCO001.C.00301,NA,NA,E
ESCO001.C.00302,NA,NA,A
ESCO001.C.00304,NA,NA,A
ESCO001.C.00305,NA,NA,A
ESCO001.C.00306,NA,NA,A
ESCO001.C.00307,NA,NA,B1
ESCO001.C.00308,NA,NA,A
ESCO001.C.00309,NA,NA,D
ESCO001.C.00310,NA,NA,A
ESCO001.C.00311,NA,NA,B2
ESCO001.C.00312,NA,NA,B1
ESCO001.C.00313,NA,NA,B1
ESCO001.C.00314,NA,NA,B2
ESCO001.C.00315,NA,NA,B1
ESCO001.C.00316,NA,NA,B1
ESCO001.C.00317,NA,NA,B1
ESCO001.C.00318,NA,NA,B1
ESCO001.C.00319,NA,NA,A
ESCO001.C.00320,NA,NA,B1
ESCO001.C.00321,NA,NA,A
ESCO001.C.00322,NA,NA,B2
ESCO001.C.00323,NA,NA,A
ESCO001.C.00324,NA,NA,B1
ESCO001.C.00325,NA,NA,A
ESCO001.C.00326,NA,NA,A
ESCO001.C.00328,NA,NA,E
ESCO001.C.00330,NA,NA,A
ESCO001.C.00331,NA,NA,B2
ESCO001.C.00332,NA,NA,E
ESCO001.C.00333,NA,NA,B1
ESCO001.C.00334,NA,NA,A
ESCO001.C.00335,NA,NA,F
ESCO001.C.00336,NA,NA,B1
ESCO001.C.00337,NA,NA,B2
ESCO001.C.00338,NA,NA,B1
ESCO001.C.00339,NA,NA,E
ESCO001.C.00340,NA,NA,B2
ESCO001.C.00341,NA,NA,B1
ESCO001.C.00342,NA,NA,E
ESCO001.C.00343,NA,NA,A
ESCO001.C.00344,NA,NA,D
ESCO001.C.00345,NA,NA,B2
ESCO001.C.00346,NA,NA,B1
ESCO001.C.00347,NA,NA,B1
ESCO001.C.00348,NA,NA,B1
ESCO001.C.00349,NA,NA,B2
ESCO001.C.00350,NA,NA,D
ESCO001.C.00351,NA,NA,D
ESCO001.C.00352,NA,NA,B2
ESCO001.C.00353,NA,NA,D
ESCO001.C.00354,NA,NA,A
ESCO001.C.00355,NA,NA,F
ESCO001.C.00356,NA,NA,A
ESCO001.C.00357,NA,NA,A
ESCO001.C.00358,NA,NA,F
ESCO001.C.00359,NA,NA,F
ESCO001.C.00360,NA,NA,G
ESCO001.C.00363,NA,NA,F
ESCO001.C.00364,NA,NA,C
ESCO001.C.00365,NA,NA,D
ESCO001.C.00366,NA,NA,B1
ESCO001.C.00367,NA,NA,A
ESCO001.C.00368,NA,NA,A
ESCO001.C.00369,NA,NA,A
ESCO001.C.00370,NA,NA,B1
ESCO001.C.00371,NA,NA,A
ESCO001.C.00372,NA,NA,A
ESCO001.C.00373,NA,NA,A
ESCO001.C.00374,NA,NA,B1
ESCO001.C.00375,NA,NA,E
ESCO001.C.00376,NA,NA,B1
ESCO001.C.00377,NA,NA,B1
ESCO001.C.00378,NA,NA,E
ESCO001.C.00379,NA,NA,E
ESCO001.C.00380,NA,NA,E
ESCO001.C.00381,NA,NA,A
